COORD_REF_SYS_CODE,COORD_REF_SYS_NAME,AREA_OF_USE_CODE,COORD_REF_SYS_KIND,COORD_SYS_CODE,DATUM_CODE,BASE_CRS_CODE,PROJECTION_CONV_CODE,CMPD_HORIZCRS_CODE,CMPD_VERTCRS_CODE,CRS_SCOPE,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,SHOW_CRS,DEPRECATED
3362,"NAD83(HARN) / Pennsylvania North",,"projected",4499,,4152,13731,,,,"State law defines system in US survey feet. See code 3363 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2006.710 2006.903 2007.031",1,0
3363,"NAD83(HARN) / Pennsylvania North (ftUS)",,"projected",4497,,4152,15353,,,,"State law defines system in US survey feet. Federal definition is metric - see code 3362. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2006.710 2006.903 2007.031 2016.004",1,0
3364,"NAD83(HARN) / Pennsylvania South",,"projected",4499,,4152,13732,,,,"State law defines system in US survey feet. See code 3365 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","06/24/08 00:00:00","2006.710 2006.903 2007.031 2008.055",1,0
3754,"NAD83(HARN) / Ohio South (ftUS)",,"projected",4497,,4152,13434,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2835. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","07/13/16 00:00:00","2016.004",1,0
3815,"NAD83(HARN) / Mississippi TM",,"projected",4499,,4152,3813,,,,"For applications with an accuracy of better than 1m, replaced by NAD83 / Mississippi TM (code 3814). Replaced by NAD83(CSRS2007) / Mississippi TM (CRS code 3816).","Mississippi Department of Transportation / Mississippi Automated Resource Information System (MARIS), http://www.maris.state.ms.us/","EPSG","08/05/08 00:00:00",,1,0
26825,"NAD83(HARN) / Maine East (ftUS)",,"projected",4499,,4152,11833,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2802. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","02/08/08 00:00:00",,1,1
26826,"NAD83(HARN) / Maine West (ftUS)",,"projected",4499,,4152,11834,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2803. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","02/08/08 00:00:00",,1,1
26830,"NAD83(HARN) / Minnesota North (ftUS)",,"projected",4499,,4152,12234,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2810. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","02/08/08 00:00:00",,1,1
26831,"NAD83(HARN) / Minnesota Central (ftUS)",,"projected",4499,,4152,12235,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2811. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","02/08/08 00:00:00",,1,1
26832,"NAD83(HARN) / Minnesota South (ftUS)",,"projected",4499,,4152,12236,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2812. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","02/08/08 00:00:00",,1,1
26833,"NAD83(HARN) / Nebraska (ftUS)",,"projected",4499,,4152,15396,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2819. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","02/08/08 00:00:00",,1,1
26855,"NAD83(HARN) / Maine East (ftUS)",,"projected",4497,,4152,11833,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2802. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","07/13/16 00:00:00","2016.004",1,0
26856,"NAD83(HARN) / Maine West (ftUS)",,"projected",4497,,4152,11834,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2803. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","07/13/16 00:00:00","2016.004",1,0
2847,"NAD83(HARN) / Texas South Central",,"projected",4499,,4152,14234,,,,"State law defines system in US survey feet. See code 2919 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Not applicable to offshore areas. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","06/24/08 00:00:00","2002.771 2006.392 2006.903 2007.031 2008.055",1,0
2848,"NAD83(HARN) / Texas South",,"projected",4499,,4152,14235,,,,"State law defines system in US survey feet. See code 2920 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Not applicable to offshore areas. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.392 2006.903 2007.031",1,0
2849,"NAD83(HARN) / Utah North",,"projected",4499,,4152,14331,,,,"State law of 2009 defines system in US survey feet: see CRS code 3568. State law of 1988 defining International feet was withdrawn in 2001. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","11/05/13 00:00:00","2002.771 2006.905 2007.031 2013.056",1,0
2850,"NAD83(HARN) / Utah Central",,"projected",4499,,4152,14332,,,,"State law of 2009 defines system in US survey feet: see CRS code 3569. State law of 1988 defining International feet was withdrawn in 2001. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","11/05/13 00:00:00","2002.771 2006.905 2007.031 2013.056",1,0
2851,"NAD83(HARN) / Utah South",,"projected",4499,,4152,14333,,,,"State law of 2009 defines system in US survey feet: see CRS code 3570. State law of 1988 defining International feet was withdrawn in 2001. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","11/05/13 00:00:00","2002.771 2006.905 2007.031 2013.056",1,0
2852,"NAD83(HARN) / Vermont",,"projected",4499,,4152,14430,,,,"State law defines system in US survey feet. See code 5654 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","01/05/12 00:00:00","2006.903 2007.031 2011.110",1,0
2853,"NAD83(HARN) / Virginia North",,"projected",4499,,4152,14531,,,,"State law defines system in US survey feet. See code 2924 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2854,"NAD83(HARN) / Virginia South",,"projected",4499,,4152,14532,,,,"State law defines system in US survey feet. See code 2925 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2855,"NAD83(HARN) / Washington North",,"projected",4499,,4152,14631,,,,"State law defines system in US survey feet. See code 2926 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2856,"NAD83(HARN) / Washington South",,"projected",4499,,4152,14632,,,,"State law defines system in US survey feet. See code 2927 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2857,"NAD83(HARN) / West Virginia North",,"projected",4499,,4152,14731,,,,"State law defines system in US survey feet. See CRS code 26861 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","06/23/08 00:00:00","2006.903 2007.031 2008.006 2008.041",1,0
2858,"NAD83(HARN) / West Virginia South",,"projected",4499,,4152,14732,,,,"State law defines system in US survey feet. See CRS code 26862 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","06/23/08 00:00:00","2006.903 2007.031 2008.006 2008.041",1,0
2859,"NAD83(HARN) / Wisconsin North",,"projected",4499,,4152,14831,,,,"State law defines system in US survey feet. See code 2928 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2860,"NAD83(HARN) / Wisconsin Central",,"projected",4499,,4152,14832,,,,"State law defines system in US survey feet. See code 2929 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2861,"NAD83(HARN) / Wisconsin South",,"projected",4499,,4152,14833,,,,"State law defines system in US survey feet. See code 2930 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2915,"NAD83(HARN) / Tennessee (ftUS)",,"projected",4497,,4152,15356,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2843. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2916,"NAD83(HARN) / Texas North (ftUS)",,"projected",4497,,4152,15357,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2844. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
2917,"NAD83(HARN) / Texas North Central (ftUS)",,"projected",4497,,4152,15358,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2845. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
2918,"NAD83(HARN) / Texas Central (ftUS)",,"projected",4497,,4152,15359,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2846. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
2919,"NAD83(HARN) / Texas South Central (ftUS)",,"projected",4497,,4152,15360,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2847. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Not applicable to offshore areas. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.392 2006.903 2007.031 2016.004",1,0
2929,"NAD83(HARN) / Wisconsin Central (ftUS)",,"projected",4497,,4152,15370,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2860. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
2930,"NAD83(HARN) / Wisconsin South (ftUS)",,"projected",4497,,4152,15371,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2861. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
3071,"NAD83(HARN) / Wisconsin Transverse Mercator",,"projected",4499,,4152,14841,,,,"Designed as a single zone for the whole state. Replaces NAD83 / Wisconsin Transverse Mercator for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / Wisconsin Transverse Mercator.","Wisconsin Coordinate Systems Handbook (1991) http://sco.wisc.edu/pubs/wiscoord/wiscoord.php","EPSG","04/20/07 00:00:00","2006.903 2007.031",1,0
3084,"NAD83(HARN) / Texas Centric Lambert Conformal",,"projected",4499,,4152,14253,,,,"For state-wide spatial data presentation requiring true area measurements use TCMS/AEA (CRS code 3085). Replaces NAD83 / Texas Centric Lambert Conformal for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / Texas Centric LC.","Texas Natural Resources Information System, http://www.tnris.state.tx.us/DigitalData/projections.htm","EPSG","04/20/07 00:00:00","2006.720 2006.903 2007.031",1,0
3085,"NAD83(HARN) / Texas Centric Albers Equal Area",,"projected",4499,,4152,14254,,,,"For state-wide spatial data presentation requiring shape preservation use TCMS/LC (CRS code 3084). Replaces NAD83 / Texas Centric Albers Equal Area for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / Texas Centric AEA.","Texas Natural Resources Information System, http://www.tnris.state.tx.us/DigitalData/projections.htm","EPSG","04/20/07 00:00:00","2006.720 2006.903 2007.031",1,0
3458,"NAD83(HARN) / South Dakota North (ftUS)",,"projected",4497,,4152,15394,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2841. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2007.031 2016.004",1,0
3459,"NAD83(HARN) / South Dakota South (ftUS)",,"projected",4497,,4152,15395,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2842. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2007.031 2016.004",1,0
3568,"NAD83(HARN) / Utah North (ftUS)",,"projected",4497,,4152,15297,,,,"State law defines system in International feet (note: not US survey feet). Federal definition is metric - see code 2849. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey
http://www.ngs.noaa.gov/INFO/Policy/st_plane.html","EPSG","07/13/16 00:00:00","2007.031 2016.004",1,0
3569,"NAD83(HARN) / Utah Central (ftUS)",,"projected",4497,,4152,15298,,,,"State law defines system in International feet (note: not US survey feet). Federal definition is metric - see code 2850. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey
http://www.ngs.noaa.gov/INFO/Policy/st_plane.html","EPSG","07/13/16 00:00:00","2007.031 2016.004",1,0
3365,"NAD83(HARN) / Pennsylvania South (ftUS)",,"projected",4497,,4152,15354,,,,"State law defines system in US survey feet. Federal definition is metric - see code 3364. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2006.710 2006.903 2007.031 2016.004",1,0
3404,"NAD83(HARN) / North Carolina (ftUS)",,"projected",4497,,4152,15346,,,,"State law defines system in US survey feet. Federal definition is metric - see CRS code 3358. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2006.903 2007.031",1,0
3429,"NAD83(HARN) / Nevada East (ftUS)",,"projected",4497,,4152,15381,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2820. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2007.031 2013.055 2016.004",1,0
3430,"NAD83(HARN) / Nevada Central (ftUS)",,"projected",4497,,4152,15382,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2821. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2007.031 2013.055 2016.004",1,0
3431,"NAD83(HARN) / Nevada West (ftUS)",,"projected",4497,,4152,15383,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2822. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2007.031 2013.055 2016.004",1,0
3432,"NAD83(HARN) / New Jersey (ftUS)",,"projected",4497,,4152,15384,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2824. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","11/05/13 00:00:00","2007.031 2013.055",1,0
3445,"NAD83(HARN) / New Hampshire (ftUS)",,"projected",4497,,4152,15389,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2823. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2007.031",1,0
3446,"NAD83(HARN) / Rhode Island (ftUS)",,"projected",4497,,4152,15390,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2840. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2007.031",1,0
3464,"NAD83(HARN) / Maine CS2000 Central",,"projected",4499,,4152,11854,,,,"Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","State of Maine statutes, http://janus.state.me.us/legis/statutes/33/title33sec801.html","EPSG","02/08/08 00:00:00","2007.031 2008.006",1,0
3753,"NAD83(HARN) / Ohio North (ftUS)",,"projected",4497,,4152,13433,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2834. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","07/13/16 00:00:00","2016.004",1,0
26857,"NAD83(HARN) / Minnesota North (ftUS)",,"projected",4497,,4152,12234,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2810. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","07/13/16 00:00:00","2016.004",1,0
26858,"NAD83(HARN) / Minnesota Central (ftUS)",,"projected",4497,,4152,12235,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2811. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","07/13/16 00:00:00","2016.004",1,0
26859,"NAD83(HARN) / Minnesota South (ftUS)",,"projected",4497,,4152,12236,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2812. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","07/13/16 00:00:00","2016.004",1,0
26860,"NAD83(HARN) / Nebraska (ftUS)",,"projected",4497,,4152,15396,,,,"State law defines use of US survey feet. Federal definition is metric - see code 2819. Replaces NAD83 / SPCS for applications with an accuracy of better than 3ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/","EPSG","06/19/08 00:00:00",,1,0
2156,"NAD83(HARN) / UTM zone 59S",,"projected",4400,,4152,16159,,,,"Supersedes projCRS 2155; effective in 2000.","US National Geodetic Survey (NGS) http://www.ngs.noaa.gov/","EPSG","10/19/00 00:00:00",,1,1
2195,"NAD83(HARN) / UTM zone 2S",,"projected",4400,,4152,16102,,,,"Replaces American Samoa 1962 / American Samoa Lambert (projCRS 3102) effective from 2000.","US National Geodetic Survey (NGS) http://www.ngs.noaa.gov/","EPSG","05/21/05 00:00:00","2004.450 2005.230",1,0
2842,"NAD83(HARN) / South Dakota South",,"projected",4499,,4152,14032,,,,"State law defines system in US survey feet. See code 3459 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2006.903 2007.031",1,0
2843,"NAD83(HARN) / Tennessee",,"projected",4499,,4152,14130,,,,"State law defines system in US survey feet. See code 2915 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2844,"NAD83(HARN) / Texas North",,"projected",4499,,4152,14231,,,,"State law defines system in US survey feet. See code 2916 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2845,"NAD83(HARN) / Texas North Central",,"projected",4499,,4152,14232,,,,"State law defines system in US survey feet. See code 2917 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2846,"NAD83(HARN) / Texas Central",,"projected",4499,,4152,14233,,,,"State law defines system in US survey feet. See code 2918 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","04/20/07 00:00:00","2002.771 2006.903 2007.031",1,0
2920,"NAD83(HARN) / Texas South (ftUS)",,"projected",4497,,4152,15361,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2848. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Not applicable to offshore areas. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.392 2006.903 2007.031 2016.004",1,0
2921,"NAD83(HARN) / Utah North (ft)",,"projected",4495,,4152,15362,,,,"1988 state law defining system in International feet withdrawn 2001, replaced in 2009 by ftUS. Federal definition is metric: see CRS code 2849. Replaces NAD83 / SPCS for applications of an accuracy of better than 3 ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html","EPSG","02/25/20 00:00:00","2002.771 2006.905 2007.031 2013.056 2020.010",1,0
2922,"NAD83(HARN) / Utah Central (ft)",,"projected",4495,,4152,15363,,,,"1988 state law defining system in International feet withdrawn 2001, replaced in 2009 by ftUS. Federal definition is metric: see CRS code 2850. Replaces NAD83 / SPCS for applications of an accuracy of better than 3 ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey
http://www.ngs.noaa.gov/INFO/Policy/st_plane.html","EPSG","02/25/20 00:00:00","2002.771 2006.905 2007.031 2013.056 2020.010",1,0
2923,"NAD83(HARN) / Utah South (ft)",,"projected",4495,,4152,15364,,,,"1988 state law defining system in International feet withdrawn 2001, replaced in 2009 by ftUS. Federal definition is metric: see CRS code 2851. Replaces NAD83 / SPCS for applications of an accuracy of better than 3 ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey
http://www.ngs.noaa.gov/INFO/Policy/st_plane.html","EPSG","02/25/20 00:00:00","2002.771 2006.905 2007.031 2013.056 2020.010",1,0
2924,"NAD83(HARN) / Virginia North (ftUS)",,"projected",4497,,4152,15365,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2853. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
2925,"NAD83(HARN) / Virginia South (ftUS)",,"projected",4497,,4152,15366,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2854. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
2926,"NAD83(HARN) / Washington North (ftUS)",,"projected",4497,,4152,15367,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2855. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
2927,"NAD83(HARN) / Washington South (ftUS)",,"projected",4497,,4152,15368,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2856. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
2928,"NAD83(HARN) / Wisconsin North (ftUS)",,"projected",4497,,4152,15369,,,,"State law defines system in US survey feet. Federal definition is metric - see code 2859. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.","National Geodetic Survey","EPSG","07/13/16 00:00:00","2002.771 2006.903 2007.031 2016.004",1,0
3570,"NAD83(HARN) / Utah South (ftUS)",,"projected",4497,,4152,15299,,,,"State law defines system in International feet (note: not US survey feet). Federal definition is metric - see code 2851. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 ft. Replaced by NAD83(NSRS2007) / SPCS.","U.S. National Geodetic Survey
http://www.ngs.noaa.gov/INFO/Policy/st_plane.html","EPSG","07/13/16 00:00:00","2007.031 2016.004",1,0
3740,"NAD83(HARN) / UTM zone 10N",,"projected",4400,,4152,16010,,,,"Replaces NAD83 / UTM zone 10N for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / UTM zone 10N.","US National Geodetic Survey (NGS) http://www.ngs.noaa.gov/","EPSG","07/20/11 00:00:00","2011.061",1,0
3741,"NAD83(HARN) / UTM zone 11N",,"projected",4400,,4152,16011,,,,"Replaces NAD83 / UTM zone 11N for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / UTM zone 11N.","US National Geodetic Survey (NGS) http://www.ngs.noaa.gov/","EPSG","07/20/11 00:00:00","2011.061",1,0
