EXTENT_CODE,EXTENT_NAME,EXTENT_DESCRIPTION,BBOX_SOUTH_BOUND_LAT,BBOX_WEST_BOUND_LON,BBOX_NORTH_BOUND_LAT,BBOX_EAST_BOUND_LON,ISO_A2_CODE,ISO_A3_CODE,ISO_N_CODE,VERTICAL_EXTENT_MIN,VERTICAL_EXTENT_MAX,VERTICAL_EXTENT_CRS_CODE,TEMPORAL_EXTENT_BEGIN,TEMPORAL_EXTENT_END,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
3683,"Portugal - Azores E - Santa Maria onshore","Portugal - eastern Azores - Santa Maria island onshore.",3.6869999999999997e+01,-2.5260000000000002e+01,3.7079999999999998e+01,-2.4960000000000001e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2010.006 2011.062 2011.113 2014.013",0
3684,"Portugal - Azores W - Flores onshore","Portugal - western Azores - Flores island onshore.",3.9299999999999997e+01,-3.1340000000000000e+01,3.9579999999999998e+01,-3.1070000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2010.006 2011.062 2011.113 2014.013",0
3685,"Portugal - Azores W - Corvo onshore","Portugal - western Azores - Corvo island onshore.",3.9630000000000003e+01,-3.1180000000000000e+01,3.9770000000000003e+01,-3.1020000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2010.006 2011.062 2011.113 2014.013",0
3902,"Reunion","Reunion - onshore and offshore.",-2.4719999999999999e+01,5.1829999999999998e+01,-1.8280000000000001e+01,5.8240000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.109 2012.048 2014.012",0
3911,"Reunion - east of 54°E","Reunion - onshore and offshore - east of 54°E.",-2.4719999999999999e+01,5.4000000000000000e+01,-1.8280000000000001e+01,5.8240000000000002e+01,,,,,,,,,,"OGP","EPSG","07/24/20 00:00:00","2011.109 2012.048 2014.012 2020.066",0
3915,"Reunion - west of 54°E","Reunion - offshore - west of 54°E.",-2.4370000000000001e+01,5.1829999999999998e+01,-1.8520000000000000e+01,5.4000000000000000e+01,,,,,,,,,,"OGP","EPSG","07/24/20 00:00:00","2011.109 2012.048 2014.012 2020.066",0
4125,"Portugal - Madeira and Desertas islands onshore","Portugal - Madeira and Desertas islands - onshore.",3.2350000000000001e+01,-1.7309999999999999e+01,3.2930000000000000e+01,-1.6399999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2013.010 2014.009",0
4126,"Portugal - Azores E onshore - Santa Maria and Formigas","Portugal - eastern Azores onshore - Santa Maria, Formigas.",3.6869999999999997e+01,-2.5260000000000002e+01,3.7340000000000003e+01,-2.4719999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2013.010 2014.009",0
1199,"Rwanda","Rwanda.",-2.8300000000000001e+00,2.8850000000000001e+01,-1.0500000000000000e+00,3.0899999999999999e+01,"RW","RWA",646,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2012.049 2014.025",0
1203,"Samoa","Samoa - onshore and offshore.",-1.5840000000000000e+01,-1.7453999999999999e+02,-1.0940000000000000e+01,-1.7050999999999999e+02,"WS","WSM",882,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2008.070 2012.048 2014.024",0
1204,"San Marino","San Marino.",4.3890000000000001e+01,1.2400000000000000e+01,4.3990000000000002e+01,1.2520000000000000e+01,"SM","SMR",674,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2011.112 2014.024",0
1205,"Sao Tome and Principe","Sao Tome and Principe - onshore and offshore.",-1.4900000000000000e+00,3.2000000000000002e+00,2.7200000000000002e+00,8.5600000000000005e+00,"ST","STP",678,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2012.049 2014.024",0
1206,"Saudi Arabia","Saudi Arabia - onshore and offshore.",1.6289999999999999e+01,3.4439999999999998e+01,3.2159999999999997e+01,5.5670000000000002e+01,"SA","SAU",682,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","03/30/20 00:00:00","2002.341 2005.890 2012.051 2014.024 2020.014",0
1207,"Senegal","Senegal - onshore and offshore.",1.0640000000000001e+01,-2.0219999999999999e+01,1.6699999999999999e+01,-1.1359999999999999e+01,"SN","SEN",686,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2012.049 2014.024",0
1208,"Seychelles","Seychelles - onshore and offshore - Alphonse, Bijoutier, St Francois Islands, St Pierre islet, Cosmoledo Islands, Amirantes, Aldabra, Farquhar, and Desroches.",-1.2720000000000001e+01,4.3189999999999998e+01,-3.7000000000000000e-01,5.9659999999999997e+01,"SC","SYC",690,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2012.048 2014.024",0
1209,"Sierra Leone","Sierra Leone - onshore and offshore.",4.2199999999999998e+00,-1.6570000000000000e+01,1.0000000000000000e+01,-1.0260000000000000e+01,"SL","SLE",694,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2012.049 2014.024",0
1210,"Singapore","Singapore - onshore and offshore.",1.1299999999999999e+00,1.0359000000000000e+02,1.4700000000000000e+00,1.0406999999999999e+02,"SG","SGP",702,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2012.040 2014.024",0
1211,"Slovakia","Slovakia.",4.7729999999999997e+01,1.6840000000000000e+01,4.9609999999999999e+01,2.2559999999999999e+01,"SK","SVK",703,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2008.070 2011.113 2014.024",0
1212,"Slovenia","Slovenia - onshore and offshore.",4.5420000000000002e+01,1.3380000000000001e+01,4.6880000000000003e+01,1.6609999999999999e+01,"SI","SVN",705,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2011.113 2014.024",0
1342,"Sierra Leone - Freetown Peninsula","Sierra Leone - Freetown Peninsula.",8.3200000000000003e+00,-1.3340000000000000e+01,8.5500000000000007e+00,-1.3130000000000001e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.049 2014.024",0
1509,"Sierra Leone - west of 12°W","Sierra Leone - onshore west of 12°W.",7.1500000000000004e+00,-1.3350000000000000e+01,9.9399999999999995e+00,-1.2000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2012.049 2014.023",0
1510,"Sierra Leone - east of 12°W","Sierra Leone - onshore east of 12°W.",6.8799999999999999e+00,-1.2000000000000000e+01,1.0000000000000000e+01,-1.0260000000000000e+01,,,,,,,,,,"OGP","EPSG","04/18/12 00:00:00","2008.045 2012.049",0
1569,"Saudi Arabia - onshore 36°E to 42°E","Saudi Arabia - onshore between 36°E and 42°E.",1.6590000000000000e+01,3.6000000000000000e+01,3.2159999999999997e+01,4.2000000000000000e+01,,,,,,,,,,"OGP","EPSG","08/29/18 00:00:00","2005.110 2008.045 2012.051 2014.023 2018.045",0
1763,"Russia - west of 24°E onshore","Russian Federation - onshore west of 24°E - Kaliningrad.",5.4320000000000000e+01,1.9570000000000000e+01,5.5320000000000000e+01,2.2870000000000001e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2006.590 2008.045 2011.087 2014.022",0
1768,"Russia - 48°E to 54°E onshore","Russian Federation - onshore between 48°E and 54°E.",4.1390000000000001e+01,4.8000000000000000e+01,8.1400000000000006e+01,5.4000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.022",0
1769,"Russia - 54°E to 60°E onshore","Russian Federation - onshore between 54°E and 60°E.",5.0469999999999999e+01,5.4000000000000000e+01,8.1909999999999997e+01,6.0000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.022",0
1770,"Russia - 60°E to 66°E onshore","Russian Federation - onshore between 60°E and 66°E.",5.0659999999999997e+01,6.0000000000000000e+01,8.1769999999999996e+01,6.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","01/05/12 00:00:00","2008.045 2011.087",0
1771,"Russia - 66°E to 72°E onshore","Russian Federation - onshore between 66°E and 72°E .",5.4100000000000001e+01,6.6000000000000000e+01,7.7069999999999993e+01,7.2000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.022",0
1772,"Russia - 72°E to 78°E onshore","Russian Federation - onshore between 72°E and 78°E.",5.3170000000000002e+01,7.2000000000000000e+01,7.9709999999999994e+01,7.8000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.022",0
1773,"Russia - 78°E to 84°E onshore","Russian Federation - onshore between 78°E and 84°E.",5.0689999999999998e+01,7.8000000000000000e+01,8.1030000000000001e+01,8.4000000000000000e+01,,,,,,,,,,"OGP","EPSG","01/05/12 00:00:00","2008.045 2011.087",0
1774,"Russia - 84°E to 90°E onshore","Russian Federation - onshore between 84°E and 90°E.",4.9070000000000000e+01,8.4000000000000000e+01,8.1269999999999996e+01,9.0000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.022",0
1775,"Russia - 90°E to 96°E onshore","Russian Federation - onshore between 90°E and 96°E.",4.9890000000000001e+01,9.0000000000000000e+01,8.1349999999999994e+01,9.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.022",0
1776,"Russia - 96°E to 102°E onshore","Russian Federation - onshore between 96°E and 102°E.",4.9729999999999997e+01,9.6000000000000000e+01,8.1319999999999993e+01,1.0200000000000000e+02,,,,,,,,,,"OGP","EPSG","01/05/12 00:00:00","2008.045 2011.087",0
1791,"Russia - east of 174°W onshore","Russian Federation - onshore east of 174°W.",6.4200000000000003e+01,-1.7400000000000000e+02,6.7180000000000007e+01,-1.6897000000000000e+02,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.022",0
2369,"Seychelles - Mahe Island","Seychelles - Mahe Island.",-4.8600000000000003e+00,5.5299999999999997e+01,-4.5000000000000000e+00,5.5590000000000003e+01,,,,,,,,,,"OGP","EPSG","09/08/14 00:00:00","2012.048 2014.020 2014.037",0
2422,"Slovenia - Gorenjska - central","Slovenia - central Gorenjska (Upper Carniola) with part of the Kamnik or Savinja Alps.",4.6140000000000001e+01,1.4010000000000000e+01,4.6450000000000003e+01,1.4609999999999999e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.020",0
2547,"Serbia and Montenegro - Montenegro","Serbia and Montenegro - Montenegro.",4.1820000000000000e+01,1.8440000000000001e+01,4.3530000000000001e+01,2.0370000000000001e+01,,,,,,,,,,"OGP","EPSG","02/03/06 00:00:00","2005.890",1
2579,"Slovenia - Gorica","Slovenia - Gorica region including the Trnovo Forest, Nanos and Idrija Mountains.",4.5770000000000003e+01,1.3470000000000001e+01,4.6180000000000000e+01,1.4109999999999999e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.019",0
2580,"Slovenia - upper Savinja","Slovenia - upper Savinja region with part of Koroska (Slovene Carinthia).",4.6210000000000001e+01,1.4550000000000001e+01,4.6560000000000002e+01,1.5000000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.019",0
2581,"Slovenia - Suha Krajina","Slovenia - Suha Krajina with the Ribnica and Zuzemberk area.",4.5659999999999997e+01,1.4570000000000000e+01,4.5890000000000001e+01,1.5080000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.019",0
2582,"Slovenia - Karst","Slovenia - The Karst with part of the Gorica area.",4.5640000000000001e+01,1.3570000000000000e+01,4.5899999999999999e+01,1.4119999999999999e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.019",0
2583,"Slovenia - Littoral onshore","Slovenia - the Slovene Littoral with parts of the Karst and the Brkini Hills - onshore.",4.5439999999999998e+01,1.3500000000000000e+01,4.5729999999999997e+01,1.4240000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.019",0
2584,"Slovenia - Bela Krajina","Slovenia - Bela Krajina including the broad region of Crnomelj and Metlika.",4.5420000000000002e+01,1.5060000000000000e+01,4.5740000000000002e+01,1.5359999999999999e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.019",0
2585,"Slovenia - Pohorje","Slovenia - Pohorje with the Paski Kozjak and Konjiska Gora (Mountain).",4.6280000000000001e+01,1.5150000000000000e+01,4.6579999999999998e+01,1.5539999999999999e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.019",0
2586,"Slovenia - lower Posavje","Slovenia - lower Posavje (the Sava Basin) with part of the Kozjansko region.",4.5810000000000002e+01,1.5199999999999999e+01,4.6170000000000002e+01,1.5730000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.019",0
2587,"Slovenia - Maribor and Ptuj","Slovenia - Maribor and Ptuj with parts of the Kozjak range and the Slovenske Gorice (the Slovene Humpback).",4.6329999999999998e+01,1.5440000000000000e+01,4.6740000000000002e+01,1.6000000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","01/05/12 00:00:00","2011.113",0
2676,"Russia - 88.5°E to 91.5°E onshore","Russian Federation - onshore between 88°30'E and 91°30'E.",4.9439999999999998e+01,8.8500000000000000e+01,8.1280000000000001e+01,9.1500000000000000e+01,,,,,,,,,,"OGP","EPSG","01/05/12 00:00:00","2008.045 2011.087",0
2677,"Russia - 91.5°E to 94.5°E onshore","Russian Federation - onshore between 91°30'E and 94°30'E.",5.0159999999999997e+01,9.1500000000000000e+01,8.1260000000000005e+01,9.4500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.019",0
2678,"Russia - 94.5°E to 97.5°E onshore","Russian Federation - onshore between 94°30'E and 97°30'E.",4.9729999999999997e+01,9.4500000000000000e+01,8.1349999999999994e+01,9.7500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.019",0
2679,"Russia - 97.5°E to 100.5°E onshore","Russian Federation - onshore between 97°30'E and 100°30'E.",4.9789999999999999e+01,9.7500000000000000e+01,8.0900000000000006e+01,1.0050000000000000e+02,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.019",0
2710,"Russia - east of 169.5°W onshore","Russian Federation - onshore between 169°30'W and 166°30'W.",6.5700000000000003e+01,-1.6922000000000000e+02,6.5859999999999999e+01,-1.6897000000000000e+02,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2012.013 2014.019",0
2755,"Russia - 43.5°E to 46.5°E onshore","Russian Federation - onshore between 43°30'E and 46°30'E.",4.1890000000000001e+01,4.3500000000000000e+01,8.0799999999999997e+01,4.6500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2756,"Russia - 46.5°E to 49.5°E onshore","Russian Federation - onshore between 46°30'E and 49°30'E.",4.1189999999999998e+01,4.6500000000000000e+01,8.0909999999999997e+01,4.9500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2757,"Russia - 49.5°E to 52.5°E onshore","Russian Federation - onshore between 49°30'E and 52°30'E.",4.2359999999999999e+01,4.9500000000000000e+01,8.1219999999999999e+01,5.2500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2758,"Russia - 52.5°E to 55.5°E onshore","Russian Federation - onshore between 52°30'E and 55°30'E.",5.0520000000000003e+01,5.2500000000000000e+01,8.1409999999999997e+01,5.5500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2759,"Russia - 55.5°E to 58.5°E onshore","Russian Federation - onshore between 55°30'E and 58°30'E.",5.0530000000000001e+01,5.5500000000000000e+01,8.1890000000000001e+01,5.8500000000000000e+01,,,,,,,,,,"OGP","EPSG","01/05/12 00:00:00","2008.045 2011.087",0
2760,"Russia - 58.5°E to 61.5°E onshore","Russian Federation - onshore between 58°30'E and 61°30'E.",5.0469999999999999e+01,5.8500000000000000e+01,8.1909999999999997e+01,6.1500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2761,"Russia - 61.5°E to 64.5°E onshore","Russian Federation - onshore between 61°30'E and 64°30'E.",5.1030000000000001e+01,6.1500000000000000e+01,8.1769999999999996e+01,6.4500000000000000e+01,,,,,,,,,,"OGP","EPSG","01/05/12 00:00:00","2008.045 2011.087",0
2762,"Russia - 64.5°E to 67.5°E onshore","Russian Federation - onshore between 64°30'E and 67°30'E.",5.4310000000000002e+01,6.4500000000000000e+01,8.1250000000000000e+01,6.7500000000000000e+01,,,,,,,,,,"OGP","EPSG","01/05/12 00:00:00","2008.045 2011.087",0
2763,"Russia - 67.5°E to 70.5°E onshore","Russian Federation - onshore between 67°30'E and 70°30'E.",5.4850000000000001e+01,6.7500000000000000e+01,7.7069999999999993e+01,7.0500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2764,"Russia - 70.5°E to 73.5°E onshore","Russian Federation - onshore between 70°30'E and 73°30'E.",5.3430000000000000e+01,7.0500000000000000e+01,7.3569999999999993e+01,7.3500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2765,"Russia - 73.5°E to 76.5°E onshore","Russian Federation - onshore between 73°30'E and 76°30'E.",5.3469999999999999e+01,7.3500000000000000e+01,7.9709999999999994e+01,7.6500000000000000e+01,,,,,,,,,,"OGP","EPSG","01/05/12 00:00:00","2008.045 2011.087",0
2766,"Russia - 76.5°E to 79.5°E onshore","Russian Federation - onshore between 76°30'E and 79°30'E.",5.1490000000000002e+01,7.6500000000000000e+01,8.1030000000000001e+01,7.9500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2767,"Russia - 79.5°E to 82.5°E onshore","Russian Federation - onshore between 79°30'E and 82°30'E.",5.0700000000000003e+01,7.9500000000000000e+01,8.1030000000000001e+01,8.2500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2768,"Russia - 82.5°E to 85.5°E onshore","Russian Federation - onshore between 82°30'E and 85°30'E.",4.9579999999999998e+01,8.2500000000000000e+01,7.7560000000000002e+01,8.5500000000000000e+01,,,,,,,,,,"OGP","EPSG","01/05/12 00:00:00","2008.045 2011.087",0
2769,"Russia - 85.5°E to 88.5°E onshore","Russian Federation - onshore between 85°30'E and 88°30'E.",4.9070000000000000e+01,8.5500000000000000e+01,7.7159999999999997e+01,8.8500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.087 2014.018",0
2877,"Slovenia - Slovenska Bistrica","Slovenia - Slovenska Bistrica with the Dravinja River Basin, area of Boc and parts of the Haloze and the Kozjansko region.",4.6140000000000001e+01,1.5310000000000000e+01,4.6460000000000001e+01,1.6000000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.018",0
2878,"Slovenia - Slovenske Gorice","Slovenia - Slovenske Gorice (the Slovene Humpback) with the broad region of Ormoz.",4.6289999999999999e+01,1.5900000000000000e+01,4.6759999999999998e+01,1.6300000000000001e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.018",0
3106,"Saudi Arabia - east of 54°E","Saudi Arabia - east of 54°E.",1.9660000000000000e+01,5.4000000000000000e+01,2.2770000000000000e+01,5.5670000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2012.051 2014.017",0
3107,"Saudi Arabia - onshore west of 36°E","Saudi Arabia - onshore west of 36°E.",2.6820000000000000e+01,3.4509999999999998e+01,2.9379999999999999e+01,3.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","08/29/18 00:00:00","2008.045 2012.051 2014.017 2018.045",0
3210,"Serbia and Montenegro","Serbia and Montenegro - onshore and offshore.",4.1820000000000000e+01,1.8440000000000001e+01,4.6229999999999997e+01,2.3050000000000001e+01,"CS","SCG",891,,,,,,,"ISO 3166 Maintenance Agency.","EPSG","02/01/06 00:00:00",,1
3296,"Russia - onshore","Russian Federation - onshore.",4.1189999999999998e+01,1.9579999999999998e+01,8.1909999999999997e+01,-1.6897000000000000e+02,,,,,,,,,"Area crosses 180-degree meridian.","OGP","EPSG","05/01/14 00:00:00","2008.062 2011.087 2014.016",0
3301,"Samoa - onshore","Samoa - onshore.",-1.4109999999999999e+01,-1.7284000000000000e+02,-1.3410000000000000e+01,-1.7137000000000000e+02,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.048 2014.016",0
3302,"Sao Tome and Principe - onshore","Sao Tome and Principe - onshore.",-4.0000000000000001e-02,6.4100000000000001e+00,1.7600000000000000e+00,7.5199999999999996e+00,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.049 2014.016",0
3303,"Saudi Arabia - onshore","Saudi Arabia - onshore.",1.6370000000000001e+01,3.4509999999999998e+01,3.2159999999999997e+01,5.5670000000000002e+01,,,,,,,,,,"OGP","EPSG","03/30/20 00:00:00","2012.051 2014.016 2020.014",0
3304,"Senegal - onshore","Senegal - onshore.",1.2289999999999999e+01,-1.7590000000000000e+01,1.6699999999999999e+01,-1.1359999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.049 2014.016",0
3305,"Serbia and Montenegro - onshore","Serbia and Montenegro - onshore.",4.1820000000000000e+01,1.8440000000000001e+01,4.6229999999999997e+01,2.3050000000000001e+01,,,,,,,,,,"OGP","EPSG","02/01/06 00:00:00",,1
3306,"Sierra Leone - onshore","Sierra Leone - onshore.",6.8799999999999999e+00,-1.3350000000000000e+01,1.0000000000000000e+01,-1.0260000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.049 2014.016",0
3307,"Slovenia - onshore","Slovenia - onshore.",4.5420000000000002e+01,1.3380000000000001e+01,4.6880000000000003e+01,1.6609999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.113 2014.016",0
3345,"Slovenia - Ljubljana east","Slovenia - eastern part of the Ljubljana region with the Kamnik-Domzale area.",4.5850000000000001e+01,1.4449999999999999e+01,4.6320000000000000e+01,1.5010000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.016",0
3346,"Slovenia - Prekmurje","Slovenia - Prekmurje (the Transmuraland).",4.6469999999999999e+01,1.5980000000000000e+01,4.6880000000000003e+01,1.6609999999999999e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.016",0
3347,"Slovenia - Novo Mesto","Slovenia - Novo Mesto with the Gorjanci.",4.5659999999999997e+01,1.5060000000000000e+01,4.5869999999999997e+01,1.5470000000000001e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.016",0
3348,"Slovenia - Gorenjska - upper","Slovenia - upper Gorenjska (Upper Carniola) with the Baca Valley and part of the Cerkno Mountains.",4.6090000000000003e+01,1.3699999999999999e+01,4.6530000000000001e+01,1.4180000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.016",0
3349,"Slovenia - Ljubliana west","Slovenia - western part of the Ljubljana region with part of Skofja Loka Hills and the Idrija-Cerklje region.",4.5859999999999999e+01,1.3949999999999999e+01,4.6210000000000001e+01,1.4520000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.016",0
3350,"Slovenia - Notranjska","Slovenia - Notranjska (Inner Carniola) with parts of the Karst and the Brkini Hills.",4.5469999999999999e+01,1.4080000000000000e+01,4.5880000000000003e+01,1.4590000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.016",0
3351,"Slovenia - Kocevje","Slovenia - Kocevje with the Kocevski Forest and Gotenica Mountain.",4.5460000000000001e+01,1.4600000000000000e+01,4.5759999999999998e+01,1.5119999999999999e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.016",0
3352,"Slovenia - Koroska","Slovenia - Koroska Region (Slovene Carinthia).",4.6460000000000001e+01,1.4830000000000000e+01,4.6659999999999997e+01,1.5510000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.016",0
3403,"Russia - west of 19.5°E","Russian Federation - Kaliningrad - west of 19°30'E.",5.4320000000000000e+01,1.9199999999999999e+01,5.5299999999999997e+01,1.9500000000000000e+01,,,,,,,,,,"OGP","EPSG","06/23/08 00:00:00","2008.045 2011.087",1
3534,"Serbia and Kosovo","Serbia including Vojvodina and Kosovo.",4.1850000000000001e+01,1.8809999999999999e+01,4.6189999999999998e+01,2.3010000000000002e+01,"RS","SRB",688,,,,,,,"ISO 3166 Maintenance Agency.","EPSG","07/17/19 00:00:00","2011.095 2014.015 2019.042",0
3560,"Slovenia - Dolenjska - central","Slovenia - central Dolenjska (Lower Carniola).",4.5810000000000002e+01,1.4970000000000001e+01,4.6009999999999998e+01,1.5430000000000000e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.015",0
3565,"Slovenia - NE","Slovenia - east of 14°30'E and north of 46°03'N.",4.6140000000000001e+01,1.4539999999999999e+01,4.6880000000000003e+01,1.6609999999999999e+01,,,,,,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si","EPSG","05/01/14 00:00:00","2011.113 2014.015",0
